Scenario,Year,Portfolio Return (Nominal),Portfolio Return (Real),Nominal Value,Real Value
Scenario 3,1935,0.14185000000000003,0.1373007968127491,2.4750739016662235,2.0541745107797937
Scenario 3,1936,0.04785999999999999,0.03697179614052448,2.593530938599969,2.1301210320294057
Scenario 3,1937,0.11335999999999999,0.10638974460896344,2.8875336057996615,2.3567440646131956
Scenario 3,1938,0.10429,0.10939320876029734,3.1886744855485083,2.6145558600680188
Scenario 3,1939,-0.03350000000000001,-0.06337823432503153,3.0818538902826336,2.4488499261127434
Scenario 3,1940,0.033570000000000016,0.03688804173354754,3.185311725379422,2.539183204386385
Scenario 3,1941,0.05351,0.012211760184473563,3.3557577558044747,2.570191100742795
Scenario 3,1942,0.0037800000000000056,-0.023560311284046787,3.368442520121415,2.509636598349808
Scenario 3,1943,0.12663,0.10410623284986276,3.7949883964443902,2.7709054104261504
Scenario 3,1944,-0.037200000000000004,-0.031095904196437596,3.653814828096659,2.6847416012461482
Scenario 3,1945,-0.007000000000000006,-0.013804747244016147,3.6282381242999824,2.64767942202545
Scenario 3,1946,0.17748,0.1106206376155443,4.2721778266007435,2.9405674078914608
Scenario 3,1947,0.07745,0.026142857142857023,4.6030579992709715,3.0174422415549085
Scenario 3,1948,0.12345,0.13376728226864465,5.171305509280973,3.4210772896103157
Scenario 3,1949,-0.05304,-0.08417794970986459,4.897019465068711,3.1330980175719385
Scenario 3,1950,0.029720000000000003,-0.02865767380435813,5.042558883570553,3.0433107165872806
Scenario 3,1951,0.04102999999999999,0.08080357142857131,5.2494550745634525,3.2892210914543774
Scenario 3,1952,0.03747,-0.013530474469906073,5.4461521562073445,3.244716369450577
Scenario 3,1953,0.10266,0.0988141504733433,6.0052541365635905,3.5653402610247866
Scenario 3,1954,0.010520000000000002,-0.040159574468084935,6.06842941008024,3.4221577133081005
Scenario 3,1955,0.03309,0.03360680340170075,6.269233739259795,3.5371654947888596
Scenario 3,1956,0.005899999999999999,0.05021925245353942,6.3062222183214285,3.71479930174161
Scenario 3,1957,0.19938,0.24300963830448774,7.563556804210355,4.617531336431602
Scenario 4,1929,0.18488000000000002,0.19083417085427135,1.18488,1.1908341708542713
Scenario 4,1930,0.06595000000000001,0.09361854929721969,1.263022836,1.3023183383832058
Scenario 4,1931,0.08843000000000001,0.0200843486410498,1.37471194538748,1.3284745539329268
Scenario 4,1932,0.16112,0.04945770065075905,1.5962055340283108,1.394177850743492
Scenario 4,1933,0.13955,0.16984909146904847,1.8189560163019616,1.6309776920385448
Scenario 4,1934,0.05807,0.005292161520190186,1.9245827921686165,1.6396090894206399
Scenario 4,1935,0.14185000000000003,0.1373007968127491,2.197584861237735,1.8647287238595196
Scenario 4,1936,0.04785999999999999,0.03697179614052448,2.3027612726965727,1.933671094095434
Scenario 4,1937,0.11335999999999999,0.10638974460896344,2.563802290569456,2.139393867953982
Scenario 4,1938,0.10429,0.10939320876029734,2.8311812314529443,2.373429027971572
Scenario 4,1939,-0.03350000000000001,-0.06337823432503153,2.736336660199271,2.223005286882958
Scenario 4,1940,0.033570000000000016,0.03688804173354754,2.828195481882161,2.3050075986793934
Scenario 4,1941,0.05351,0.012211760184473563,2.979532222117675,2.3331557986978555
Scenario 4,1942,0.0037800000000000056,-0.023560311284046787,2.9907948539172797,2.2781859218063554
Scenario 4,1943,0.12663,0.10410623284986276,3.369519206268825,2.515359275857207
Scenario 4,1944,-0.037200000000000004,-0.031095904196437596,3.244173091795625,2.4371419047955305
Scenario 4,1945,-0.007000000000000006,-0.013804747244016147,3.2214638801530553,2.4034977768020283
Scenario 4,1946,0.17748,0.1106206376155443,3.7932092896026197,2.6693742333794117
Scenario 4,1947,0.07745,0.026142857142857023,4.086993349082342,2.7391593026234733
Scenario 4,1948,0.12345,0.13376728226864465,4.5915326780265575,3.1055691982362914
Scenario 4,1949,-0.05304,-0.08417794970986459,4.347997784784029,2.8441487504466525
Scenario 4,1950,0.029720000000000003,-0.02865767380435813,4.477220278947811,2.7626420633052797
Scenario 4,1951,0.04102999999999999,0.08080357142857131,4.660920626993039,2.9858734085991436
Scenario 4,1952,0.03747,-0.013530474469906073,4.835565322886468,2.9454731246737214
Scenario 4,1953,0.10266,0.0988141504733433,5.331984458933992,3.236527549230419
Scenario 4,1954,0.010520000000000002,-0.040159574468084935,5.388076935441979,3.1065499800990914
Scenario 4,1955,0.03309,0.03360680340170075,5.566368401235755,3.210951194537839
Scenario 4,1956,0.005899999999999999,0.05021925245353942,5.5992099748030455,3.3722027631923286
Scenario 4,1957,0.19938,0.24300963830448774,6.715580459579277,4.191680536965091
Scenario 4,1958,0.05800000000000001,0.02529314856090714,7.105084126234876,4.297701335506412
Scenario 5,1930,0.06595000000000001,0.09361854929721969,1.06595,1.0936185492972197
Scenario 5,1931,0.08843000000000001,0.0200843486410498,1.1602119585,1.1155831655216242
Scenario 5,1932,0.16112,0.04945770065075905,1.3471453092535197,1.1707573437730188
Scenario 5,1933,0.13955,0.16984909146904847,1.5351394371598486,1.3696094149435825
Scenario 5,1934,0.05807,0.005292161520190186,1.624284984275721,1.376857609187037
Scenario 5,1935,0.14185000000000003,0.1373007968127491,1.854689809295232,1.5659012560261139
Scenario 5,1936,0.04785999999999999,0.03697179614052448,1.9434552635681017,1.6237954380401025
Scenario 5,1937,0.11335999999999999,0.10638974460896344,2.1637653522461817,1.796550619990389
Scenario 5,1938,0.10429,0.10939320876029734,2.389424440831936,1.9930810570114392
Scenario 5,1939,-0.03350000000000001,-0.06337823432503153,2.309378722064066,1.8667630987513868
Scenario 5,1940,0.033570000000000016,0.03688804173354754,2.386904565763757,1.9356243338447745
Scenario 5,1941,0.05351,0.012211760184473563,2.5146278290777757,1.9592617140169182
Scenario 5,1942,0.0037800000000000056,-0.023560311284046787,2.5241331222716896,1.9131008981477646
Scenario 5,1943,0.12663,0.10410623284986276,2.843764099544954,2.1122666257156175
Scenario 5,1944,-0.037200000000000004,-0.031095904196437596,2.7379760750418813,2.046583785085032
Scenario 5,1945,-0.007000000000000006,-0.013804747244016147,2.718810242516588,2.0183312132182314
Scenario 5,1946,0.17748,0.1106206376155443,3.2013446843584323,2.241600298943787
Scenario 5,1947,0.07745,0.026142857142857023,3.449288830161993,2.3002021353304603
Scenario 5,1948,0.12345,0.13376728226864465,3.8751035362454913,2.6078939236421492
Scenario 5,1949,-0.05304,-0.08417794970986459,3.6695680446830305,2.388366760089139
Scenario 5,1950,0.029720000000000003,-0.02865767380435813,3.77862760697101,2.319921724553333
Scenario 5,1951,0.04102999999999999,0.08080357142857131,3.9336646976850305,2.5073796853319723
Scenario 5,1952,0.03747,-0.013530474469906073,4.081059113907288,2.473453648513227
Scenario 5,1953,0.10266,0.0988141504733433,4.50002064254101,2.717865869526253
Scenario 5,1954,0.010520000000000002,-0.040159574468084935,4.547360859700541,2.608717532744747
Scenario 5,1955,0.03309,0.03360680340170075,4.697833030548033,2.6963881899982693
Scenario 5,1956,0.005899999999999999,0.05021925245353942,4.725550245428266,2.8317987892245347
Scenario 5,1957,0.19938,0.24300963830448774,5.667730453361755,3.5199531887450752
Scenario 5,1958,0.05800000000000001,0.02529314856090714,5.996458819656737,3.608983887675443
Scenario 5,1959,-0.018429999999999995,-0.05654555940023065,5.885944083610464,3.404911874880416
Scenario 6,1931,0.08843000000000001,0.0200843486410498,1.08843,1.0200843486410498
Scenario 6,1932,0.16112,0.04945770065075905,1.2637978416,1.0705353749946633
Scenario 6,1933,0.13955,0.16984909146904847,1.44016083039528,1.252364835822984
Scenario 6,1934,0.05807,0.005292161520190186,1.5237909698163339,1.2589925528163657
Scenario 6,1935,0.14185000000000003,0.1373007968127491,1.7399407188847809,1.4318532334993699
Scenario 6,1936,0.04785999999999999,0.03697179614052448,1.8232142816906065,1.4847914193514593
Scenario 6,1937,0.11335999999999999,0.10638974460896344,2.0298938526630534,1.6427579992538415
Scenario 6,1938,0.10429,0.10939320876029734,2.241591482557283,1.8224645680088654
Scenario 6,1939,-0.03350000000000001,-0.06337823432503153,2.166498167891614,1.7069599815685321
Scenario 6,1940,0.033570000000000016,0.03688804173354754,2.239227511387736,1.7699263926061277
Scenario 6,1941,0.05351,0.012211760184473563,2.3590485755220936,1.791540309256804
Scenario 6,1942,0.0037800000000000056,-0.023560311284046787,2.367965779137567,1.7493310618927964
Scenario 6,1943,0.12663,0.10410623284986276,2.6678212857497567,1.9314473287537055
Scenario 6,1944,-0.037200000000000004,-0.031095904196437596,2.5685783339198656,1.871387227658315
Scenario 6,1945,-0.007000000000000006,-0.013804747244016147,2.5505982855824265,1.8455531999848118
Scenario 6,1946,0.17748,0.1106206376155443,3.003278469307596,2.04970947172054
Scenario 6,1947,0.07745,0.026142857142857023,3.235882386755469,2.103294733624091
Scenario 6,1948,0.12345,0.13376728226864465,3.635352067400432,2.384646753950938
Scenario 6,1949,-0.05304,-0.08417794970986459,3.4425329937455134,2.1839120794210642
Scenario 6,1950,0.029720000000000003,-0.02865767380435813,3.54484507431963,2.121326239431618
Scenario 6,1951,0.04102999999999999,0.08080357142857131,3.6902900677189643,2.2927369757428333
Scenario 6,1952,0.03747,-0.013530474469906073,3.8285652365563934,2.261715156626335
Scenario 6,1953,0.10266,0.0988141504733433,4.221605743741272,2.4852046184410512
Scenario 6,1954,0.010520000000000002,-0.040159574468084935,4.266017036165431,2.385399858498339
Scenario 6,1955,0.03309,0.03360680340170075,4.407179539892145,2.4655655225773376
Scenario 6,1956,0.005899999999999999,0.05021925245353942,4.433181899177509,2.5893843799963916
Scenario 6,1957,0.19938,0.24300963830448774,5.317069706235521,3.218629741610605
Scenario 6,1958,0.05800000000000001,0.02529314856090714,5.625459749197181,3.300039021827716
Scenario 6,1959,-0.018429999999999995,-0.05654555940023065,5.521782526019477,3.113436469295878
Scenario 6,1960,0.13581000000000001,0.1428959549205071,6.271695810878182,3.558333946660244
Scenario 7,1932,0.16112,0.04945770065075905,1.16112,1.049457700650759
Scenario 7,1933,0.13955,0.16984909146904847,1.323154296,1.2277071376414872
Scenario 7,1934,0.05807,0.005292161520190186,1.39998986596872,1.2342043621133763
Scenario 7,1935,0.14185000000000003,0.1373007968127491,1.5985784284563829,1.4036616044613135
Scenario 7,1936,0.04785999999999999,0.03697179614052448,1.6750863920423054,1.4555574951517387
Scenario 7,1937,0.11335999999999999,0.10638974460896344,1.864974185444221,1.6104138853245948
Scenario 7,1938,0.10429,0.10939320876029734,2.059472343244199,1.7865822276723897
Scenario 7,1939,-0.03350000000000001,-0.06337823432503153,1.9904800197455181,1.6733518006060322
Scenario 7,1940,0.033570000000000016,0.03688804173354754,2.0573004340083756,1.7350784716616945
Scenario 7,1941,0.05351,0.012211760184473563,2.1673865802321637,1.75626683385887
Scenario 7,1942,0.0037800000000000056,-0.023560311284046787,2.175579301505441,1.7148886405553079
Scenario 7,1943,0.12663,0.10410623284986276,2.451072908455075,1.8934192366805433
Scenario 7,1944,-0.037200000000000004,-0.031095904196437596,2.3598929962605464,1.8345416534930332
Scenario 7,1945,-0.007000000000000006,-0.013804747244016147,2.3433737452867227,1.8092162696579424
Scenario 7,1946,0.17748,0.1106206376155443,2.7592757176002105,2.0093529269919204
Scenario 7,1947,0.07745,0.026142857142857023,2.972981621928347,2.0618831535118516
Scenario 7,1948,0.12345,0.13376728226864465,3.3399962031554016,2.337695659312635
Scenario 7,1949,-0.05304,-0.08417794970986459,3.162842804540039,2.140913231666047
Scenario 7,1950,0.029720000000000003,-0.02865767380435813,3.2568424926909687,2.079559638629527
Scenario 7,1951,0.04102999999999999,0.08080357142857131,3.3904707401660787,2.2475954844295023
Scenario 7,1952,0.03747,-0.013530474469906073,3.5175116788001013,2.2171844511087526
Scenario 7,1953,0.10266,0.0988141504733433,3.8786194277457198,2.43627364908777
Scenario 7,1954,0.010520000000000002,-0.040159574468084935,3.9194225041256052,2.338433936052597
Scenario 7,1955,0.03309,0.03360680340170075,4.049116194787122,2.417021225609382
Scenario 7,1956,0.005899999999999999,0.05021925245353942,4.073005980336366,2.5384022247238227
Scenario 7,1957,0.19938,0.24300963830448774,4.885081912695831,3.155258431225266
Scenario 7,1958,0.05800000000000001,0.02529314856090714,5.16841666363219,3.2350648514743017
Scenario 7,1959,-0.018429999999999995,-0.05654555940023065,5.073162744521449,3.052136299751663
Scenario 7,1960,0.13581000000000001,0.1428959549205071,5.762148976854907,3.48827423085222
Scenario 7,1961,-0.05094000000000001,-0.10084320227380394,5.468625107973918,3.136505487003892
Scenario 8,1933,0.13955,0.16984909146904847,1.13955,1.1698490914690485
Scenario 8,1934,0.05807,0.005292161520190186,1.2057236685000001,1.1760401218153504
Scenario 8,1935,0.14185000000000003,0.1373007968127491,1.3767555708767252,1.3375113676243606
Scenario 8,1936,0.04785999999999999,0.03697179614052448,1.4426470924988852,1.3869615652438025
Scenario 8,1937,0.11335999999999999,0.10638974460896344,1.6061855669045588,1.5345200519525388
Scenario 8,1938,0.10429,0.10939320876029734,1.7736946596770353,1.7023861243426452
Scenario 8,1939,-0.03350000000000001,-0.06337823432503153,1.7142758885778546,1.5944918976423748
Scenario 8,1940,0.033570000000000016,0.03688804173354754,1.7718241301574134,1.65330958130641
Scenario 8,1941,0.05351,0.012211760184473563,1.8666344393621364,1.6734994014240163
Scenario 8,1942,0.0037800000000000056,-0.023560311284046787,1.8736903175429251,1.6340712345928006
Scenario 8,1943,0.12663,0.10410623284986276,2.1109557224533857,1.8041882350345815
Scenario 8,1944,-0.037200000000000004,-0.031095904196437596,2.03242816957812,1.7480853705256063
Scenario 8,1945,-0.007000000000000006,-0.013804747244016147,2.018201172391073,1.723953493824538
Scenario 8,1946,0.17748,0.1106206376155443,2.3763915164670406,1.9146583285309537
Scenario 8,1947,0.07745,0.026142857142857023,2.560443039417413,1.96471296769112
Scenario 8,1948,0.12345,0.13376728226864465,2.876529732633493,2.2275272818171246
Scenario 8,1949,-0.05304,-0.08417794970986459,2.723958595614613,2.040018602310971
Scenario 8,1950,0.029720000000000003,-0.02865767380435813,2.804914645076279,1.9815564146511209
Scenario 8,1951,0.04102999999999999,0.08080357142857131,2.9200002929637585,2.1416732499421265
Scenario 8,1952,0.03747,-0.013530474469906073,3.02941270394111,2.112695394710904
Scenario 8,1953,0.10266,0.0988141504733433,3.3404122121277044,2.3214595953482067
Scenario 8,1954,0.010520000000000002,-0.040159574468084935,3.375553348599288,2.2282307658541702
Scenario 8,1955,0.03309,0.03360680340170075,3.4872504089044387,2.303114479135852
Scenario 8,1956,0.005899999999999999,0.05021925245353942,3.507825186316975,2.4187751665929773
Scenario 8,1957,0.19938,0.24300963830448774,4.207215371964854,3.006560844966614
Scenario 8,1958,0.05800000000000001,0.02529314856090714,4.451233863538816,3.082606235075761
Scenario 8,1959,-0.018429999999999995,-0.05654555940023065,4.369197623433796,2.908298541102763
Scenario 8,1960,0.13581000000000001,0.1428959549205071,4.96257835267234,3.32388263832756
Scenario 8,1961,-0.05094000000000001,-0.10084320227380394,4.709784611387211,2.988691669096309
Scenario 8,1962,0.17366,0.2181214322781524,5.527685807000714,3.6405893765973776
Scenario 9,1934,0.05807,0.005292161520190186,1.05807,1.0052921615201902
Scenario 9,1935,0.14185000000000003,0.1373007968127491,1.2081572295,1.1433195763265231
Scenario 9,1936,0.04785999999999999,0.03697179614052448,1.26597963450387,1.1855901546259382
Scenario 9,1937,0.11335999999999999,0.10638974460896344,1.4094910858712286,1.3117247883874932
Scenario 9,1938,0.10429,0.10939320876029734,1.556486911216739,1.4552185719996231
Scenario 9,1939,-0.03350000000000001,-0.06337823432503153,1.5043445996909783,1.3629893883492932
Scenario 9,1940,0.033570000000000016,0.03688804173354754,1.5548454479026046,1.4132673977891044
Scenario 9,1941,0.05351,0.012211760184473563,1.638045227819873,1.4305258803274399
Scenario 9,1942,0.0037800000000000056,-0.023560311284046787,1.644237038781032,1.3968222452870402
Scenario 9,1943,0.12663,0.10410623284986276,1.852446775001874,1.5422401472047609
Scenario 9,1944,-0.037200000000000004,-0.031095904196437596,1.7835357549718043,1.4942827953393818
Scenario 9,1945,-0.007000000000000006,-0.013804747244016147,1.7710510046870016,1.4736545990386398
Scenario 9,1946,0.17748,0.1106206376155443,2.0853771369988507,1.6366712104093735
Scenario 9,1947,0.07745,0.026142857142857023,2.246889596259412,1.6794584720529326
Scenario 9,1948,0.12345,0.13376728226864465,2.5242681169176366,1.904115067542504
Scenario 9,1949,-0.05304,-0.08417794970986459,2.3903809359963253,1.7438305651451158
Scenario 9,1950,0.029720000000000003,-0.02865767380435813,2.461423057414136,1.6938564376391176
Scenario 9,1951,0.04102999999999999,0.08080357142857131,2.562415245459838,1.8307260872876354
Scenario 9,1952,0.03747,-0.013530474469906073,2.6584289447072176,1.805955494702199
Scenario 9,1953,0.10266,0.0988141504733433,2.9313432601708604,1.9844094527038632
Scenario 9,1954,0.010520000000000002,-0.040159574468084935,2.962180991267858,1.9047164135128307
Scenario 9,1955,0.03309,0.03360680340170075,3.0601995602689116,1.9687278435577489
Scenario 9,1956,0.005899999999999999,0.05021925245353942,3.078254737674498,2.0675958841456876
Scenario 9,1957,0.19938,0.24300963830448774,3.69199716727204,2.570041612111779
Scenario 9,1958,0.05800000000000001,0.02529314856090714,3.9061330029738186,2.635046056414635
Scenario 9,1959,-0.018429999999999995,-0.05654555940023065,3.8341429717290114,2.486045903109298
Scenario 9,1960,0.13581000000000001,0.1428959549205071,4.354857928719529,2.8412918064103154
Scenario 9,1961,-0.05094000000000001,-0.10084320227380394,4.133021465830556,2.554766842057578
Scenario 9,1962,0.17366,0.2181214322781524,4.85076197358669,3.1120162447839097
Scenario 9,1963,-0.05819,-0.08330737784699249,4.568496134343681,2.852762331613718
Scenario 10,1935,0.14185000000000003,0.1373007968127491,1.14185,1.137300796812749
Scenario 10,1936,0.04785999999999999,0.03697179614052448,1.196498941,1.179348850022966
Scenario 10,1937,0.11335999999999999,0.10638974460896344,1.3321340609517598,1.3048194729817841
Scenario 10,1938,0.10429,0.10939320876029734,1.4710623221684187,1.4475578619841816
Scenario 10,1939,-0.03350000000000001,-0.06337823432503153,1.4217817343757768,1.3558142006083065
Scenario 10,1940,0.033570000000000016,0.03688804173354754,1.4695109471987717,1.405827531423282
Scenario 10,1941,0.05351,0.012211760184473563,1.548144477983378,1.4229951600977535
Scenario 10,1942,0.0037800000000000056,-0.023560311284046787,1.553996464110155,1.3894689511701583
Scenario 10,1943,0.12663,0.10410623284986276,1.7507790363604239,1.5341213293383333
Scenario 10,1944,-0.037200000000000004,-0.031095904196437596,1.685650056207816,1.486416439455517
Scenario 10,1945,-0.007000000000000006,-0.013804747244016147,1.6738505058143613,1.4658968362094833
Scenario 10,1946,0.17748,0.1106206376155443,1.9709254935862943,1.6280552789095855
Scenario 10,1947,0.07745,0.026142857142857023,2.123573673064553,1.670617295486793
Scenario 10,1948,0.12345,0.13376728226864465,2.385728843004372,1.8940912308150546
Scenario 10,1949,-0.05304,-0.08417794970986459,2.25918978517142,1.7346505144416093
Scenario 10,1950,0.029720000000000003,-0.02865767380435813,2.3263329055867144,1.6849394658341796
Scenario 10,1951,0.04102999999999999,0.08080357142857131,2.421782344702937,1.8210885923145306
Scenario 10,1952,0.03747,-0.013530474469906073,2.512526529158956,1.7964483996087817
Scenario 10,1953,0.10266,0.0988141504733433,2.7704625026424146,1.9739629220853205
Scenario 10,1954,0.010520000000000002,-0.040159574468084935,2.799607768170213,1.8946894111185966
Scenario 10,1955,0.03309,0.03360680340170075,2.892246789218966,1.9583638656653435
Scenario 10,1956,0.005899999999999999,0.05021925245353942,2.909311045275358,2.056711435031081
Scenario 10,1957,0.19938,0.24300963830448774,3.4893694814823593,2.5565121369546877
Scenario 10,1958,0.05800000000000001,0.02529314856090714,3.691752911408336,2.621174378232445
Scenario 10,1959,-0.018429999999999995,-0.05654555940023065,3.6237139052510807,2.4729586067297396
Scenario 10,1960,0.13581000000000001,0.1428959549205071,4.11585049072323,2.8263343883172727
Scenario 10,1961,-0.05094000000000001,-0.10084320227380394,3.906189066725789,2.541317777902786
Scenario 10,1962,0.17366,0.2181214322781524,4.584537860053389,3.0956336514928733
Scenario 10,1963,-0.05819,-0.08330737784699249,4.317763601976882,2.8377445292120913
Scenario 10,1964,-0.08698,-0.0698655256723717,3.9422045238769323,2.6394840159547917
Scenario 11,1936,0.04785999999999999,0.03697179614052448,1.04786,1.0369717961405245
Scenario 11,1937,0.11335999999999999,0.10638974460896344,1.1666454095999998,1.147294960698613
Scenario 11,1938,0.10429,0.10939320876029734,1.2883148593671838,1.2728012378439535
Scenario 11,1939,-0.03350000000000001,-0.06337823432503153,1.2451563115783832,1.1921333427426892
Scenario 11,1940,0.033570000000000016,0.03688804173354754,1.2869562089580697,1.236108807241735
Scenario 11,1941,0.05351,0.012211760184473563,1.355821235699416,1.2512038715576868
Scenario 11,1942,0.0037800000000000056,-0.023560311284046787,1.3609462399703596,1.221725118863983
Scenario 11,1943,0.12663,0.10410623284986276,1.5332828623378063,1.3489143185669632
Scenario 11,1944,-0.037200000000000004,-0.031095904196437596,1.4762447398588399,1.306968608147602
Scenario 11,1945,-0.007000000000000006,-0.013804747244016147,1.4659110266798279,1.2889262368562608
Scenario 11,1946,0.17748,0.1106206376155443,1.726080915694964,1.4315080790167045
Scenario 11,1947,0.07745,0.026142857142857023,1.859765882615539,1.4689317902252839
Scenario 11,1948,0.12345,0.13376728226864465,2.0893539808244275,1.665426803641735
Scenario 11,1949,-0.05304,-0.08417794970986459,1.9785346456814998,1.5252345899193205
Scenario 11,1950,0.029720000000000003,-0.02865767380435813,2.037336695351154,1.4815249145662888
Scenario 11,1951,0.04102999999999999,0.08080357142857131,2.1209286199614112,1.6012374188236538
Scenario 11,1952,0.03747,-0.013530474469906073,2.200399815351365,1.579571916808002
Scenario 11,1953,0.10266,0.0988141504733433,2.426292860395336,1.7356559738789352
Scenario 11,1954,0.010520000000000002,-0.040159574468084935,2.451817461286695,1.6659527685449675
